Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 07:00.000000;;0.7179000377655029;1;1;;;;2;;2;;;;;0;0;;1;
Mon 07:01.000000;;0.7179000377655029;1;1;;;;14;;2;;;;;0;0;;7;
Mon 07:02.000000;;0.7179000377655029;1;1;;;;22;;2;;;;;0;0;;11;
Mon 07:03.000000;;0.7179000377655029;1;1;;;;34;;2;;;;;0;0;;17;
Mon 07:04.000000;;0.7179000377655029;1;1;;;;46;;2;;;;;0;0;;23;
Mon 07:05.000000;;0.7179000377655029;1;1;;;;58;;2;;;;;0;0;;29;
Mon 07:06.000000;;0.7179000377655029;1;1;;;;72;;2;;;;;0;0;;36;
Mon 07:07.000000;;0.7179000377655029;1;1;;;;84;;2;;;;;0;0;;42;
Mon 07:08.000000;;0.7179000377655029;1;1;;;;98;;2;;;;;0;0;;49;
Mon 07:09.000000;;0.7179000377655029;1;1;;;;116;;2;;;;;0;0;;58;
Mon 07:10.000000;;0.7179000377655029;1;1;;;;124;;2;;;;;0;0;;62;
Mon 07:11.000000;;0.7179000377655029;1;1;;;;130;;2;;;;;0;0;;65;
Mon 07:12.000000;;0.7179000377655029;1;1;;;;138;;2;;;;;0;0;;69;
Mon 07:13.000000;;0.7179000377655029;1;1;;;;156;;2;;;;;0;0;;78;
Mon 07:14.000000;;0.7179000377655029;1;1;;;;162;;2;;;;;0;0;;81;
Mon 07:15.000000;;0.7179000377655029;1;1;;;;176;;2;;;;;0;0;;88;
Mon 07:16.000000;;0.7179000377655029;1;1;;;;184;;2;;;;;0;0;;92;
Mon 07:17.000000;;0.7179000377655029;1;1;;;;212;;2;;;;;0;0;;106;
Mon 07:18.000000;;0.7179000377655029;1;1;;;;220;;2;;;;;0;0;;110;
Mon 07:19.000000;;0.7179000377655029;1;1;;;;240;;2;;;;;0;0;;120;
Mon 07:19.447757;;1.2489807605743408;2;1;;;;240;;3;;;;;0;0;;120;
Mon 07:20.000000;;1.2489807605743408;2;1;;;;250;;3;;;;;0;0;;125;
Mon 07:21.000000;;1.2489807605743408;2;1;;;;260;;3;;;;;0;0;;130;
Mon 07:22.000000;;1.2489807605743408;2;1;;;;274;;3;;;;;0;0;;137;
Mon 07:22.894471;;1.8255233764648438;2;1;1;;;274;;4;;;;;0;0;;137;
Mon 07:23.000000;;1.8255233764648438;2;1;1;;;286;;4;;;;;0;0;;143;
Mon 07:24.000000;;1.8255233764648438;2;1;1;;;306;;4;;;;;0;0;;153;
Mon 07:25.000000;;1.8255233764648438;2;1;1;;;324;;4;;;;;0;0;;162;
Mon 07:26.000000;;1.8255233764648438;2;1;1;;;336;;4;;;;;0;0;;168;
Mon 07:27.000000;;1.8255233764648438;2;1;1;;;350;;4;;;;;0;0;;175;
Mon 07:28.000000;;1.8255233764648438;2;1;1;;;362;;4;;;;;0;0;;181;
Mon 07:29.000000;;1.8255233764648438;2;1;1;;;370;;4;;;;;0;0;;185;
Mon 07:30.000000;;1.8255233764648438;2;1;1;;;378;;4;;;;;0;0;;189;
Mon 07:31.000000;;1.8255233764648438;2;1;1;;;386;;4;;;;;0;0;;193;
Mon 07:32.000000;;1.8255233764648438;2;1;1;;;392;;4;;;;;0;0;;196;
Mon 07:32.943997;;2.417579412460327;2;1;1;;1;392;;5;;;;;0;0;;196;
Mon 07:33.000000;;2.417579412460327;2;1;1;;1;404;;5;;;;;0;0;;202;
Mon 07:34.000000;;2.417579412460327;2;1;1;;1;422;;5;;;;;0;0;;211;
Mon 07:35.000000;;2.417579412460327;2;1;1;;1;436;;5;;;;;0;0;;218;
Mon 07:36.000000;;2.417579412460327;2;1;1;;1;448;;5;;;;;0;0;;224;
Mon 07:36.183902;;2.8822317123413086;2;1;1;1;1;448;;6;;;;;0;0;;224;
Mon 07:37.000000;;2.8822317123413086;2;1;1;1;1;478;;6;;;;;0;0;;239;
Mon 07:38.000000;;2.8822317123413086;2;1;1;1;1;486;;6;;;;;0;0;;243;
Mon 07:39.000000;;2.8822317123413086;2;1;1;1;1;492;;6;;;;;0;0;;246;
Mon 07:40.000000;;2.8822317123413086;2;1;1;1;1;508;;6;;;;;0;0;;254;
Mon 07:41.000000;;2.8822317123413086;2;1;1;1;1;516;;6;;;;;0;0;;258;
Mon 07:42.000000;;2.8822317123413086;2;1;1;1;1;530;;6;;;;;0;0;;265;
Mon 07:43.000000;1;2.8822317123413086;2;1;1;1;1;549;;6;;;;;0;0;1;275;
Mon 07:44.000000;1;2.8822317123413086;2;1;1;1;1;559;;6;;;;;0;0;1;280;
Mon 07:45.000000;1;2.8822317123413086;2;1;1;1;1;565;;6;;;;;0;0;1;283;
Mon 07:46.000000;1;2.8822317123413086;2;1;1;1;1;587;;6;;;;;0;0;1;294;
Mon 07:47.000000;1;2.8822317123413086;2;1;1;1;1;617;;6;;;;;0;0;1;309;
Mon 07:48.000000;1;2.8822317123413086;2;1;1;1;1;629;;6;;;;;0;0;1;315;
Mon 07:49.000000;1;2.8822317123413086;2;1;1;1;1;637;;6;;;;;0;0;1;319;
Mon 07:49.993523;1;3.4890060424804688;3;1;1;1;1;637;;7;;;;;0;0;1;319;
Mon 07:50.000000;1;3.4890060424804688;3;1;1;1;1;649;;7;;;;;0;0;1;325;
Mon 07:51.000000;1;3.4890060424804688;3;1;1;1;1;671;;7;0.23881255293897002;;1;;0;0;1;336;
Mon 07:51.627864;1;4.056110858917236;3;1;1;2;1;671;;8;0.23881255293897002;;1;;0;0;1;336;
Mon 07:52.000000;1;4.056110858917236;3;1;1;2;1;681;;8;0.23881255293897002;;1;;0;0;1;341;
Mon 07:53.000000;1;4.056110858917236;3;1;1;2;1;687;;8;0.23881255293897002;;1;;0;0;1;344;
Mon 07:54.000000;1;4.056110858917236;3;1;1;2;1;695;;8;0.23881255293897002;;1;;0;0;1;348;
Mon 07:55.000000;1;4.056110858917236;3;1;1;2;1;711;;8;0.23881255293897002;;1;;0;0;1;356;
Mon 07:56.000000;1;4.056110858917236;3;1;1;2;1;735;;8;0.23881255293897002;;1;;0;0;1;368;
