Seed,Alpha,Day,Hour,Minute,Time (minutes),Station ID,Success,Failure Reason,Did Roam,Arrival Station ID,Travel Time (minutes),Bike ID,Previous Bike Criticality,Post-Trip Bike Criticality
1,0.5,0,7,0,420,S2,True,,False,S7,2.95,B17,0.3676,0.3713
1,0.5,0,7,0,420,S51,True,,False,S52,16.76,B572,0.3574,0.3784
1,0.5,0,7,1,421,S64,True,,False,S54,7.81,B737,0.1903,0.2001
1,0.5,0,7,2,422,S22,True,,False,S20,8.97,B210,0.1575,0.1688
1,0.5,0,7,2,422,S28,True,,False,S23,6.85,B282,0.5033,0.5118
1,0.5,0,7,2,422,S34,True,,False,S29,1.44,B367,0.3885,0.3903
1,0.5,0,7,2,422,S42,True,,False,S53,9.87,B473,0.6366,0.6489
1,0.5,0,7,2,422,S60,True,,False,S4,4.73,B687,0.8098,0.8157
1,0.5,0,7,3,423,S16,True,,False,S54,12.63,B159,0.6738,0.6896
1,0.5,0,7,3,423,S54,True,,False,S50,5.92,B607,0.1653,0.1727
1,0.5,0,7,3,423,S66,True,,False,S43,12.61,B756,0.6535,0.6693
1,0.5,0,7,4,424,S10,True,,False,S4,14.77,B96,0.187,0.2054
1,0.5,0,7,4,424,S15,True,,False,S22,12.55,B145,0.6205,0.6362
1,0.5,0,7,4,424,S22,True,,False,S60,1.82,B211,0.8423,0.8445
1,0.5,0,7,5,425,S60,True,,False,S35,29.21,B688,0.6379,0.6744
1,0.5,0,7,6,426,S24,True,,False,S33,14.51,B229,0.2402,0.2583
1,0.5,0,7,6,426,S34,True,,False,S52,5.51,B368,0.3872,0.394
1,0.5,0,7,7,427,S46,True,,False,S61,6.63,B514,0.5469,0.5552
1,0.5,0,7,7,427,S58,True,,False,S11,14.68,B653,0.1912,0.2096
1,0.5,0,7,8,428,S27,True,,False,S29,6.96,B269,0.3339,0.3426
1,0.5,0,7,8,428,S60,True,,False,S58,8.55,B689,0.3068,0.3175
1,0.5,0,7,9,429,S1,True,,False,S56,2.22,B10,0.5936,0.5964
1,0.5,0,7,10,430,S29,True,,False,S37,7.65,B297,0.595,0.6046
1,0.5,0,7,10,430,S60,True,,False,S37,31.68,B690,0.2744,0.314
1,0.5,0,7,11,431,S7,True,,False,S33,11.38,B67,0.5084,0.5226
1,0.5,0,7,11,431,S36,True,,False,S29,17.51,B392,0.3576,0.3795
1,0.5,0,7,11,431,S61,True,,False,S43,12.32,B703,0.5665,0.5819
1,0.5,0,7,12,432,S24,True,,False,S33,11.92,B230,0.2516,0.2665
1,0.5,0,7,12,432,S35,True,,False,S52,10.55,B380,0.3439,0.3571
1,0.5,0,7,12,432,S54,True,,False,S50,12.39,B608,0.5156,0.531
1,0.5,0,7,12,432,S61,True,,False,S54,1.95,B704,0.108,0.1104
1,0.5,0,7,12,432,S62,True,,False,S52,4.42,B710,0.6279,0.6334
1,0.5,0,7,13,433,S12,True,,False,S43,6.69,B112,0.2917,0.3
1,0.5,0,7,13,433,S57,True,,False,S37,78.15,B640,0.6258,0.7235
1,0.5,0,7,13,433,S63,True,,False,S55,3.97,B723,0.3611,0.366
1,0.5,0,7,14,434,S7,True,,False,S9,20.06,B68,0.6386,0.6637
1,0.5,0,7,14,434,S33,True,,False,S9,12.05,B353,0.3166,0.3316
1,0.5,0,7,14,434,S42,True,,False,S53,8.69,B474,0.7263,0.7372
1,0.5,0,7,14,434,S58,True,,False,S40,6.86,B654,0.3854,0.394
1,0.5,0,7,15,435,S47,True,,False,S12,18.37,B527,0.4205,0.4435
1,0.5,0,7,15,435,S64,True,,False,S44,9.33,B738,0.4469,0.4586
1,0.5,0,7,16,436,S15,True,,False,S50,8.15,B146,0.312,0.3222
1,0.5,0,7,16,436,S18,True,,False,S57,11.47,B179,0.3069,0.3213
1,0.5,0,7,16,436,S36,True,,False,S54,5.58,B394,0.3691,0.3761
1,0.5,0,7,17,437,S29,True,,False,S41,10.25,B298,0.1469,0.1597
1,0.5,0,7,17,437,S33,True,,False,S50,10.09,B354,0.2399,0.2525
1,0.5,0,7,17,437,S60,True,,False,S35,26.04,B691,0.6089,0.6414
1,0.5,0,7,18,438,S54,True,,False,S46,8.38,B609,0.3496,0.36
1,0.5,0,7,19,439,S40,True,,False,S35,6.94,B448,0.6893,0.698
1,0.5,0,7,19,439,S40,True,,False,S33,2.21,B449,0.27,0.2728
1,0.5,0,7,19,439,S50,True,,False,S53,12.14,B557,0.2658,0.281
