Seed,Alpha,Day,Hour,Minute,Time (minutes),Station ID,Success,Failure Reason,Did Roam,Arrival Station ID,Travel Time (minutes),Bike ID,Previous Bike Criticality,Post-Trip Bike Criticality
1,0.22,0,7,0,420,S2,True,,False,S7,3.24,B17,0.3676,0.3717
1,0.22,0,7,0,420,S51,True,,False,S52,17.86,B572,0.3574,0.3798
1,0.22,0,7,1,421,S64,True,,False,S54,13.37,B737,0.1903,0.207
1,0.22,0,7,2,422,S22,True,,False,S20,7.57,B210,0.1575,0.167
1,0.22,0,7,2,422,S28,True,,False,S23,9.3,B282,0.5033,0.5149
1,0.22,0,7,2,422,S34,True,,False,S29,5.51,B367,0.3885,0.3954
1,0.22,0,7,2,422,S42,True,,False,S53,9.77,B473,0.6366,0.6488
1,0.22,0,7,2,422,S60,True,,False,S4,2.87,B687,0.8098,0.8134
1,0.22,0,7,3,423,S16,True,,False,S54,10.91,B159,0.6738,0.6875
1,0.22,0,7,3,423,S54,True,,False,S53,8.95,B607,0.1653,0.1765
1,0.22,0,7,3,423,S66,True,,False,S43,16.78,B756,0.6535,0.6745
1,0.22,0,7,4,424,S10,True,,False,S35,9.71,B96,0.187,0.1991
1,0.22,0,7,4,424,S15,True,,False,S50,6.28,B145,0.6205,0.6284
1,0.22,0,7,4,424,S22,True,,False,S60,1.94,B211,0.8423,0.8447
1,0.22,0,7,5,425,S60,True,,False,S35,14.13,B688,0.6379,0.6556
1,0.22,0,7,6,426,S24,True,,False,S33,15.72,B229,0.2402,0.2599
1,0.22,0,7,6,426,S34,True,,False,S52,5.28,B368,0.3872,0.3938
1,0.22,0,7,7,427,S46,True,,False,S35,8.56,B514,0.5469,0.5576
1,0.22,0,7,7,427,S58,True,,False,S28,16.98,B653,0.1912,0.2125
1,0.22,0,7,8,428,S27,True,,False,S29,28.44,B269,0.3339,0.3695
1,0.22,0,7,8,428,S60,True,,False,S58,1.48,B689,0.3068,0.3086
1,0.22,0,7,9,429,S1,True,,False,S46,3.27,B10,0.5936,0.5977
1,0.22,0,7,10,430,S29,True,,False,S37,7.5,B297,0.595,0.6044
1,0.22,0,7,10,430,S60,True,,False,S37,1.29,B690,0.2744,0.276
1,0.22,0,7,11,431,S7,True,,False,S41,3.55,B67,0.5084,0.5129
1,0.22,0,7,11,431,S36,True,,False,S35,13.21,B392,0.3576,0.3741
1,0.22,0,7,11,431,S61,True,,False,S62,5.32,B703,0.5665,0.5732
1,0.22,0,7,12,432,S24,True,,False,S33,13.22,B230,0.2516,0.2681
1,0.22,0,7,12,432,S35,True,,False,S63,8.74,B380,0.3439,0.3548
1,0.22,0,7,12,432,S54,True,,False,S41,2.18,B608,0.5156,0.5183
1,0.22,0,7,12,432,S61,True,,False,S54,9.0,B704,0.108,0.1192
1,0.22,0,7,12,432,S62,True,,False,S29,7.71,B710,0.6279,0.6375
1,0.22,0,7,13,433,S12,True,,False,S35,14.99,B112,0.2917,0.3104
1,0.22,0,7,13,433,S57,True,,False,S56,2.2,B640,0.6258,0.6286
1,0.22,0,7,13,433,S63,True,,False,S41,24.71,B723,0.3611,0.392
1,0.22,0,7,14,434,S7,True,,False,S3,22.68,B68,0.6386,0.6669
1,0.22,0,7,14,434,S33,True,,False,S46,4.3,B353,0.3166,0.3219
1,0.22,0,7,14,434,S42,True,,False,S35,6.1,B474,0.7263,0.734
1,0.22,0,7,14,434,S58,True,,False,S43,40.78,B654,0.3854,0.4364
1,0.22,0,7,15,435,S47,True,,False,S12,22.13,B527,0.4205,0.4482
1,0.22,0,7,15,435,S64,True,,False,S61,3.35,B738,0.4469,0.4511
1,0.22,0,7,16,436,S15,True,,False,S50,7.7,B146,0.312,0.3216
1,0.22,0,7,16,436,S18,True,,False,S41,1.61,B179,0.3069,0.3089
1,0.22,0,7,16,436,S36,True,,False,S54,1.61,B394,0.3691,0.3711
1,0.22,0,7,17,437,S29,True,,False,S41,4.71,B298,0.1469,0.1528
1,0.22,0,7,17,437,S33,True,,False,S50,8.97,B354,0.2399,0.2511
1,0.22,0,7,17,437,S60,True,,False,S35,20.43,B691,0.6089,0.6344
1,0.22,0,7,18,438,S54,True,,False,S33,4.1,B609,0.3496,0.3547
1,0.22,0,7,19,439,S40,True,,False,S47,7.68,B448,0.6893,0.6989
1,0.22,0,7,19,439,S40,True,,False,S47,8.58,B449,0.27,0.2808
1,0.22,0,7,19,439,S50,True,,False,S56,12.96,B557,0.2658,0.282
1,0.22,0,7,19,439,S55,True,,False,S57,2.62,B619,0.4352,0.4385
1,0.22,0,7,19,439,S61,True,,False,S43,14.29,B705,0.1089,0.1267
1,0.22,0,7,20,440,S7,True,,False,S44,15.92,B69,0.844,0.8639
1,0.22,0,7,20,440,S60,True,,False,S29,14.62,B692,0.5555,0.5738
1,0.22,0,7,20,440,S62,True,,False,S52,1.69,B711,0.3242,0.3264
1,0.22,0,7,21,441,S7,True,,False,S44,16.43,B70,0.2229,0.2434
1,0.22,0,7,22,442,S10,True,,False,S35,1.59,B97,0.5042,0.5062
1,0.22,0,7,22,442,S34,True,,False,S29,1.92,B369,0.5037,0.5061
1,0.22,0,7,22,442,S58,True,,False,S43,8.37,B655,0.6404,0.6509
1,0.22,0,7,22,442,S60,True,,False,S51,16.56,B693,0.6977,0.7184
1,0.22,0,7,22,442,S63,True,,False,S41,6.97,B724,0.5606,0.5693
1,0.22,0,7,22,442,S66,True,,False,S43,8.52,B757,0.2796,0.2903
1,0.22,0,7,23,443,S54,True,,False,S11,9.31,B610,0.4586,0.4702
1,0.22,0,7,23,443,S57,True,,False,S57,8.83,B642,0.4073,0.4183
1,0.22,0,7,23,443,S60,True,,False,S12,17.66,B694,0.2198,0.2419
1,0.22,0,7,23,443,S61,True,,False,S46,6.97,B706,0.1217,0.1304
1,0.22,0,7,24,444,S16,True,,False,S12,4.9,B160,0.3607,0.3669
1,0.22,0,7,24,444,S41,True,,False,S18,2.79,B458,0.0261,0.0295
1,0.22,0,7,25,445,S10,True,,False,S35,7.87,B98,0.3557,0.3655
1,0.22,0,7,25,445,S66,True,,False,S40,3.62,B758,0.635,0.6395
1,0.22,0,7,26,446,S18,True,,False,S57,11.37,B180,0.5893,0.6035
1,0.22,0,7,26,446,S37,True,,False,S19,12.49,B402,0.5132,0.5288
1,0.22,0,7,27,447,S60,True,,False,S58,1.94,B695,0.6956,0.698
1,0.22,0,7,27,447,S60,True,,False,S59,4.08,B696,0.3834,0.3885
1,0.22,0,7,28,448,S13,True,,False,S51,14.66,B124,0.3921,0.4104
1,0.22,0,7,28,448,S43,True,,False,S61,6.49,B483,0.081,0.0891
1,0.22,0,7,28,448,S43,True,,False,S12,6.85,B484,0.3087,0.3172
1,0.22,0,7,28,448,S55,True,,False,S46,1.24,B620,0.6894,0.6909
1,0.22,0,7,29,449,S66,True,,False,S57,7.53,B759,0.5105,0.5199
1,0.22,0,7,30,450,S27,True,,False,S39,8.66,B270,0.2089,0.2197
1,0.22,0,7,31,451,S61,True,,False,S3,13.27,B707,0.7031,0.7197
1,0.22,0,7,32,452,S26,True,,False,S61,15.09,B253,0.5407,0.5596
1,0.22,0,7,33,453,S42,True,,False,S62,11.56,B475,0.7488,0.7633
1,0.22,0,7,33,453,S61,True,,False,S31,3.17,B708,0.3319,0.3358
1,0.22,0,7,33,453,S61,True,,False,S61,157.73,B709,0.3243,0.5215
1,0.22,0,7,34,454,S2,True,,False,S7,12.41,B18,0.2591,0.2746
1,0.22,0,7,34,454,S60,True,,False,S29,13.59,B697,0.3003,0.3173
1,0.22,0,7,35,455,S13,True,,False,S51,18.48,B125,0.3491,0.3722
1,0.22,0,7,35,455,S53,True,,False,S52,2.16,B591,0.3609,0.3636
1,0.22,0,7,35,455,S63,True,,False,S55,14.76,B725,0.5947,0.6131
1,0.22,0,7,36,456,S37,True,,False,S36,13.64,B403,0.3033,0.3203
1,0.22,0,7,36,456,S46,True,,False,S63,17.73,B515,0.444,0.4662
1,0.22,0,7,36,456,S60,True,,False,S39,9.22,B698,0.3367,0.3482
1,0.22,0,7,36,456,S64,True,,False,S61,2.98,B739,0.4985,0.5022
1,0.22,0,7,37,457,S43,True,,False,S55,10.51,B485,0.6167,0.6298
1,0.22,0,7,37,457,S61,True,,False,S46,8.32,B738,0.4511,0.4615
1,0.22,0,7,38,458,S52,True,,False,S55,16.65,B582,0.7005,0.7214
1,0.22,0,7,38,458,S61,True,,False,S46,6.44,B483,0.0891,0.0971
